1girl,單個女孩
full-package_futanari,全套扶她
circled_9,圓圈9
key_necklace,鑰匙項鍊
notched_ear,缺口耳朵
ema,繪馬
winged_footwear,翅膀鞋
brown_apron,棕色圍裙
high_kick,高踢
monkey_ears,猴耳朵
pink-tinted_eyewear,粉色染色眼鏡
fiery_horns,火焰角
palms_together,掌心相對
visor_(armor),面罩（盔甲）
holding_cane,持拐杖
weighing_scale,稱重器
neckwear_grab,抓脖子飾品
uneven_horns,不對稱的角
chest_of_drawers,五斗櫃
clock_tower,鐘樓
crate,箱子
pokedex_number,寶可夢圖鑒編號
crescent_print,新月印花
school_emblem,學校徽章
donation_box,捐款箱
mask_around_neck,頸部口罩
grey_nails,灰色指甲
ferris_wheel,摩天輪
brown_hoodie,棕色連帽衫
print_jacket,印花夾克
jaguar_ears,美洲豹耳朵
frottage,摩擦
lace-trimmed_skirt,飾蕾絲裙
bookmark,書簽
open_belt,開扣的腰帶
breast_focus,胸部特寫
tiger_stripes,虎紋
sidecut,側邊剃髮
round_image,圓形圖像
finger_to_face,手指觸臉
stepped_on,踩踏
cow,奶牛
fishnet_gloves,網眼手套
yordle,小小獸
naked_bandage,裸裹繃帶
cheek_bulge,鼓起的臉頰
back-seamed_legwear,後縫襪
flashlight,手電筒
soup,湯
cocktail_dress,雞尾酒服
playstation_controller,PlayStation 控制器
tail_between_legs,尾巴夾在腿間
two-tone_bodysuit,雙色緊身衣
doctor,醫生
brown_bikini,棕色比基尼
perpendicular_paizuri,垂直乳交
purple_halo,紫色光環
slapping,打耳光
sausage,香腸
torn_jeans,破洞牛仔褲
holding_vegetable,拿著蔬菜
leg_between_thighs,腿在大腿之間
purple_hoodie,紫色連帽衫
camcorder,攝像機
sunflower_field,向日葵田
animal_ear_legwear,動物耳朵襪
holding_hose,拿著水管
school_briefcase,學校公事包
hand_net,手網
new_school_swimsuit,新式學校泳衣
heartbeat,心跳
tomoeda_elementary_school_uniform,友枝小學校校服
sphere_earrings,球形耳環
bat_girl,蝙蝠女孩
hoop_piercing,圈環穿孔
vibrator_cord,振動器線
hamaya,破魔矢
asa_no_ha_(pattern),麻葉（圖案）
low_neckline,低領口
yellow_apron,黃色圍裙
head_down,低頭
green_bag,綠色包
konohagakure_symbol,木葉村標誌
hatsune_miku_(cosplay),初音未來（角色扮演）
ribbed_bodysuit,羅紋緊身衣
impossible_swimsuit,不可能的泳衣
pastel_colors,粉彩色
cum_on_self,自射
triangle_print,三角形圖案
sunscreen,防曬霜
boxer_briefs,平角內褲
lighter,打火機
imminent_anal,即將肛交
striped_sweater,條紋毛衣
candy_hair_ornament,糖果發飾
2013,2013年
playstation_portable,掌上遊戲機
april_fools,愚人節
\o/,\\o/
sleeveless_coat,無袖外套
acrylic_paint_(medium),丙烯顏料（媒介）
unworn_socks,未穿的襪子
kanabou,金棒
kesa,袈裟
gradient_legwear,漸變色襪子
holding_jacket,拿著夾克
breast_conscious,胸部在意
mismatched_sleeves,不同花紋袖子
pasta,義大利面
teardrop_facial_mark,淚滴狀面部標記
scooter,踏板車
kimono_skirt,和服裙
single_stripe,單條紋
orange_ascot,橙色領巾
spoken_object,說到的物體
tooth_necklace,牙齒項鍊
salaryman,上班族
photo_inset,嵌入照片
after_rape,強姦後的樣子
torpedo_launcher,魚雷發射器
tropical_drink,熱帶飲品
spell_card,符卡
balancing,平衡
stream,小溪
yo-yo,溜溜球
ankh,安卡
off-shoulder_jacket,露肩夾克
uvula,懸雍垂
cheek_press,臉頰貼合
purple_neckerchief,紫色領巾
daruma_doll,達摩娃娃
faux_figurine,假人偶
clitoris_piercing,陰蒂穿孔
double_fox_shadow_puppet,雙手狐狸皮影戲
aqua_panties,天藍色內褲
basketball_uniform,籃球制服
purple_fire,紫色火焰
sideless_shirt,無側衣
sponge,海綿
on_vehicle,在車上
leather_boots,皮革靴子
goatee_stubble,山羊胡茬
werewolf,狼人
hand_tattoo,手部紋身
propeller,螺旋槳
friends,朋友
ballet_slippers,芭蕾鞋
camouflage_jacket,迷彩夾克
giving_up_the_ghost,出竅的靈魂
kimono_pull,拉下和服
combat_helmet,作戰頭盔
holding_own_tail,抓著自己的尾巴
grey_neckerchief,灰色領巾
cactus,仙人掌
dark_aura,黑暗氣場
brushing_another's_hair,梳另一人的頭髮
tapir_tail,貘尾巴
single_horizontal_stripe,單條橫紋
flower_necklace,花項鍊
2012,2012年
dark_halo,暗光環
flashback,閃回
excited,激動
jojo_pose,jojo立
ruffling_hair,弄亂頭髮
accidental_exposure,意外暴露
white_bird,白色的鳥
glomp,撲抱
diving_mask_on_head,潛水面罩在頭上
gradient_dress,漸變連衣裙
triangle_hair_ornament,三角形發飾
ammunition,彈藥
party_popper,派對爆竹
pointy_footwear,尖頭鞋
snail,蝸牛
blood_on_knife,有血的刀
dumbbell,啞鈴
food-themed_clothes,食品主題服裝
mechanical_eye,機械眼
industrial_piercing,工業穿刺
no_testicles,無睾丸
flower_tattoo,花朵紋身
torn_scarf,撕裂的圍巾
cheek_squash,臉頰擠壓
steampunk,蒸汽朋克
hauchiwa,羽團扇
kouhaku_nawa,紅白繩
spiked_choker,釘刺項圈
aroused,性興奮
sword_on_back,背後佩劍
pointing_at_another,指向他人
raimon,雷門
bad_end,悲劇結局
kiyosumi_school_uniform,清澄高校校服
flock,鳥群
fountain,噴泉
holding_stylus,手持觸控筆
curry_rice,咖喱飯
arrow_through_heart,愛心穿箭
scar_on_leg,腿上的疤痕
hedgehog,刺蝟
wiping_sweat,擦汗
cooler,冷藏箱
mithra_(ff11),米斯拉 (ff11)
lava,熔岩
c:,c:
sobu_high_school_uniform,總武高中的校服
bad_perspective,視角失誤
onmyouji,陰陽師
chewing,咀嚼
huge_bow,巨大的蝴蝶結
guided_breast_grab,引導性抓胸
nippleless_clothes,露乳裝
eggplant,茄子
lalafell,拉拉菲爾
robot_girl,機器人女孩
aqua_jacket,水藍色夾克
multiple_drawing_challenge,多重繪畫挑戰
petals_on_liquid,浮於液體上的花瓣
sig_sauer,西格紹爾
circle_skirt,圓形裙
sleeve_bow,袖口蝴蝶結
plume,羽飾
italian_flag,義大利國旗
tanzaku,短冊
2010,2010
no_gloves,不戴手套
angel_and_devil,天使與惡魔
pearl_bracelet,珍珠手鏈
orange_hoodie,橙色連帽衫
bartender,調酒師
hooded_cardigan,帶帽開衫
licking_another's_face,舔別人的臉
gibson_les_paul,吉他GibsonLe Paul款
pink_capelet,粉色小披肩
hydrokinesis,造水術
yurigaoka_girls_academy_school_uniform,百合丘女子學院校服
hitting,打擊
red_apple,紅蘋果
yellow_bodysuit,黃色連體衣
morning_glory,牽牛花
ear_wiggle,搖耳
two-tone_sports_bra,雙色運動內衣
linear_hatching,線性影線
combat_boots,戰鬥靴
comforting,安慰
utensil_in_mouth,口中餐具
rabbit-shaped_pupils,兔形瞳孔
hand_on_lap,手放在腿上
milking_machine,擠奶機
yin_yang_orb,陰陽珠
machine,機器
historical_name_connection,歷史名關聯
dice_hair_ornament,骰子發飾
telekinesis,心靈遙控
fish_print,魚圖案
button_eyes,紐扣眼睛
polka_dot_swimsuit,波點泳衣
ninja_mask,忍者面罩
overall_shorts,短款背帶褲
holding_ladle,拿著勺子
sweaty_clothes,汗濕的衣服
shorts_under_dress,裙子下的短褲
oven_mitts,隔熱手套
fur-trimmed_footwear,毛皮鑲邊鞋
streamers,彩帶
shiny_legwear,閃亮的襪子
drum_set,架子鼓
eden_academy_school_uniform,伊甸學院校服
eyewear_hang,懸掛的眼鏡
chocolate_on_breasts,巧克力在乳房上
cutting_board,砧板
star_brooch,星形胸針
kirin_(armor),麒麟鎧甲
breast_expansion,胸部增大
legs_folded,折疊的腿
expressive_clothes,表情化服裝
blank_stare,空洞凝視
short_sidetail,短側馬尾
burnt_clothes,燒焦的衣服
ribbon-trimmed_dress,緞帶裝飾裙
soccer,足球
same-sex_bathing,同性洗浴
prehensile_tail,靈活的尾巴
champagne,香檳
multicolored_headwear,多彩的頭飾
honeycomb_(pattern),蜂巢（圖案）
unamused,沒興趣
round_window,圓形窗戶
oversized_food,巨型食物
shinda_sekai_sensen_uniform,死亡世界戰線制服
duster,抹布
furigana,振假名
necktie_grab,抓領帶
implied_yuri,暗示百合
wetsuit,濕衣
campfire,營火
green_wings,綠色翅膀
puppet_strings,木偶線
anal_hair,肛門毛髮
futa_on_male,偽娘上男
looking_at_breasts,盯胸
solid_eyes,單色眼睛
cat_day,貓咪日
paper_airplane,紙飛機
crime_prevention_buzzer,防身警報器
thick_lips,厚唇
covered_penis,被遮住的陰莖
spooning,背貼背
battle_rifle,戰鬥步槍
compass_rose_halo,羅盤玫瑰光環
watermelon_bar,西瓜冰棒
cross_tie,十字領帶
split_screen,分屏
belt_boots,腰帶靴子
sharp_toenails,鋒利的腳趾甲
canvas_(object),畫布_(物品)
weight_conscious,重量意識
camouflage_pants,迷彩褲
ribbed_leotard,羅紋緊身衣
harp,豎琴
brown_tail,棕色尾巴
climbing,攀爬
torn_leotard,撕破的緊身衣
soda_bottle,蘇打瓶
pinching_sleeves,捏袖子
dildo_riding,騎假陽具
ass_support,臀部支撐
ruler,尺子
eye_of_horus,荷魯斯之眼
2011,2011年
strawberry_hair_ornament,草莓發飾
food-themed_earrings,食物主題耳環
2000s_(style),2000年代風格
vibrator_in_thighhighs,震動器在高筒襪內
white_umbrella,白色雨傘
holding_ice_cream,拿著霜淇淋
split_ponytail,分叉馬尾
torn_panties,撕破的內褲
green_socks,綠色襪子
cumulonimbus_cloud,積雨雲
sick,生病
clothes,衣物
summer_festival,夏祭
light_censor,光遮蔽
plaid_panties,格子內褲
big_nose,大鼻子
mole_above_mouth,嘴上痣
riding_pokemon,騎乘寶可夢
monster_energy,魔爪能量飲料
athletic_leotard,運動緊身衣
two-tone_bow,兩色蝴蝶結
trash_bag,垃圾袋
headlamp,頭燈
belly_grab,抓肚皮
newhalf,偽娘
sword_behind_back,背後持劍
multiple_swords,多把劍
grey_bodysuit,灰色緊身衣
fur-trimmed_shorts,毛皮邊飾短褲
frilled_leotard,褶邊體操服
chalk,粉筆
gift_bag,禮物袋
jingasa,阪笠
hand_on_another's_leg,把手放在別人的腿上
hands_on_own_ass,雙手托臀
brown_corset,棕色緊身衣
bird_mask,鳥形面具
dropping,掉落
nostrils,鼻孔
orange_panties,橙色內褲
foliage,植被
hat_tip,摘帽致意
tarot_(medium),塔羅牌（媒介）
sitting_on_bench,坐在長椅上
shirt_grab,抓住襯衫
denim_jacket,牛仔夾克
neck_tassel,頸飾流蘇
food_stand,流動小吃攤
lion_boy,獅子男孩
cum_in_clothes,衣服內射精
two-tone_hairband,雙色發帶
wig,假髮
square_4koma,方形4格漫畫
gradient_skin,漸變皮膚
teruterubouzu,晴天娃娃
ootachi,野太刀
brown_panties,棕色內褲
island,島嶼
hands_on_ass,雙手放在臀部
chimney,煙囪
holding_gohei,持杵
nanairogaoka_middle_school_uniform,七色丘中學制服
sailor_moon_redraw_challenge_(meme),美少女戰士重繪挑戰（表情包）
blood_in_hair,頭髮染血
reins,韁繩
anchor_print,錨圖案
white_snake,白蛇
under_kotatsu,在被爐下
polka_dot_headwear,波點頭飾
cup_ramen,速食麵
inline_skates,直排輪滑鞋
ready_to_draw,準備拔刀
white_garter_straps,白色吊襪帶
voice_actor,配音演員
ammunition_belt,彈藥帶
frilled_ascot,褶邊領巾
pine_tree,松樹
colored_shadow,彩色陰影
tentacle_pit,觸手坑
ugly_man,醜陋男子
yellow_sleeves,黃色袖子
age_regression,年齡回溯
shark_costume,鯊魚服裝
hand_on_own_neck,手放在自己脖子上
concert,演唱會
no_sclera,無鞏膜
applying_makeup,化妝
thread,線
stealth_sex,隱蔽性交
cutout_above_navel,臍上開口
purple_scrunchie,紫色發圈
portrait_(object),肖像_(物體)
potato,土豆
clapping,鼓掌
soap_censor,肥皂遮擋
teamwork,團隊合作
exhausted,疲憊
torn_gloves,破損手套
iphone,iphone
two-tone_legwear,雙色襪
motorcycle_helmet,摩托車頭盔
elezen,埃列茲族
adapted_turret,改裝炮塔
no_blindfold,未戴眼罩
high-waist_pantyhose,高腰連褲襪
mummy_costume,木乃伊服
orange_sweater,橙色毛衣
laundry,洗衣
mahjong_tile,麻將牌
picnic,野餐
unitard,連衣緊身衣
glowing_wings,發光的翅膀
torn_jacket,破損的夾克
bikesuit,機車服
upshorts,褲底
papakha,巴布哈帽
lace-trimmed_gloves,蕾絲飾邊手套
silver_trim,銀色鑲邊
scarf_over_mouth,圍巾遮嘴
lace_choker,蕾絲頸圈
collared_vest,有領背心
german_flag,德國國旗
paw_print_background,爪印背景
tall,高
bus_stop,公共汽車站
tented_shirt,胸下撐開的襯衫
ghost_costume,鬼魂服裝
animal_on_lap,動物在膝蓋上
ballet,芭蕾
grey_theme,灰色主題
saw,鋸
unicorn,獨角獸
soda,汽水
penis_peek,陰莖露出
tokyo-3_middle_school_uniform,東京3號中學制服
crystal_earrings,水晶耳環
double_w,雙重W
calico,三花貓
coffin,棺材
holding_another's_hair,抓他人的頭髮
sundae,聖代
mouth_pull,張開嘴
bicorne,雙角帽
holding_saucer,拿著碟子
washing,洗浴
wrestling_ring,摔跤台
multicolored_footwear,多色鞋
kourindou_tengu_costume,香霖堂天狗服
red_border,紅色邊框
pennant,三角旗
tengu,天狗
consensual_tentacles,自願觸手
rolling_suitcase,滾動行李箱
phallic_symbol,男根象徵
pink_border,粉色邊框
detective,偵探
painterly,繪畫風格
pornography,色情
multicolored_kimono,多彩和服
drawing_sword,抽劍
star_tattoo,星形紋身
pixiv_logo,pixiv標誌
heart-shaped_lock,心形鎖
vampire_costume,吸血鬼服裝
k/da_(league_of_legends),K/DA（英雄聯盟）
hospital_bed,醫院病床
odd_one_out,格格不入
shell_bikini,貝殼比基尼
liquid_hair,液體頭髮
kurokote,黑小手
orange_skin,橙色皮膚
living_clothes,活衣服
brown_leotard,棕色緊身衣
butterfly_net,捕蝶網
french_text,法文
pink_ascot,粉色領巾
breast_cutout,乳房開口
two-tone_leotard,兩色緊身衣
eye_trail,眼神光跡
holding_violin,拿著小提琴
stole,披肩
grimoire,魔法書
cetacean_tail,鯨魚尾
zabuton,薄坐墊
holding_envelope,拿著信封
deer_antlers,鹿角
sparkle_print,閃光印花
yellow_leotard,黃色緊身衣
extra_mouth,額外的嘴巴
frog_print,青蛙印花
yellow_butterfly,黃蝴蝶
glowing_hair,發光的頭髮
battery_indicator,電池指示器
fake_cover,假封面
pink_camisole,粉色吊帶背心
androgyne_symbol,雙性符號
smokestack_hair_ornament,煙囪發飾
panties_on_head,頭上戴內褲
corded_phone,有線電話
wading_pool,嬉水池
telescope,望遠鏡
lapel_pin,領針
loungewear,家居服
crocodilian_tail,鱷魚尾巴
nearly_naked_apron,近乎裸圍裙
looking_outside,向外看
long_tail,長尾巴
green_hakama,綠色袴裙
just_the_tip,僅插入龜頭
screwdriver,螺絲刀
blue_brooch,藍色胸針
honey,蜂蜜
candy_wrapper,糖果包裝紙
outstretched_leg,伸展的腿
santa_gloves,聖誕手套
kodona,kodona
traffic_cone,路錐
aria_company_uniform,ARIA公司制服
legs_over_head,腿在頭上
pearl_earrings,珍珠耳環
comparison,對比
>o<,>o<
blue_border,藍色邊框
glowing_horns,發光的角
bored,無聊
boobplate,胸甲
sperm_cell,精子細胞
yarn,線紗
instagram_logo,Instagram標誌
bus,公車
popcorn,爆米花
cocktail,雞尾酒
heart_collar,心形項圈
training_bra,訓練胸罩
arm_armor,臂甲
puffy_cheeks,鼓起的臉頰
red_tail,紅色尾巴
excalibur_morgan_(fate),摩根聖劍（命運）
archery,射箭
purple_socks,紫色襪子
white_mask,白色面具
hot_dog,熱狗
decepticon,霸天虎
fourth_east_high_school_uniform,第四東高中校服
holding_legs,抱住雙腿
polka_dot_legwear,圓點圖案襪
headless,無頭
uchikake,打掛
shinai,竹劍
grocery_bag,購物袋
dialogue_box,對話方塊
surrounded_by_penises,被陰莖包圍
print_headwear,印花頭飾
reindeer,馴鹿
pouring_onto_self,自灑液體
egg_hair_ornament,蛋形發飾
round-bottom_flask,圓底燒瓶
haniwa_(statue),埴輪（雕像）
oda_uri,織田家紋
kamiyama_high_school_uniform_(hyouka),神山高中制服（冰菓）
art_tools_in_frame,畫具入鏡
baggy_clothes,寬鬆衣服
kine,杵
borrowed_design,借用設計
bad_food,變質食物
lyrics,歌詞
art_brush,藝術畫筆
bo_staff,棒術
doily,鏤空裝飾墊
yellow_cape,黃色斗篷
sidewalk,人行道
title_parody,標題模仿
asian,亞洲人
native_american,美洲原住民
tail_ring,尾環
implied_yaoi,暗示男男情
alphes_(style),alphes_（風格）
washing_machine,洗衣機
hanten_(clothes),半纏 (衣物)
buruma_pull,拉下體操服
holding_bucket,拿著桶
adjusting_legwear,調整穿戴
analog_clock,類比時鐘
mecha_focus,機甲聚焦
eyelid_pull,扯眼瞼
multiple_monochrome,多色單色調
toilet_use,使用廁所
pravda_school_uniform,普拉夫達高中校服
bar_stool,吧凳
theft,偷竊
lace_gloves,蕾絲手套
side_drill,側鑽發
cropped_arms,截斷的手臂
blue_tail,藍色尾巴
folding_chair,折疊椅
sideburns_stubble,鬢角胡茬
tube_dress,緊身連衣裙
blue_sports_bra,藍色運動胸罩
presenting_foot,提示腳
naranja_academy_school_uniform,橙華學園校服
strap_lift,提肩帶
scar_on_mouth,嘴上的傷疤
huge_eyebrows,巨大眉毛
nejiri_hachimaki,扭成繩狀的日式頭巾
lord_camelot_(fate),騎士王座（Fate）
fuuin_no_tsue,封印杖
easel,畫架
brown_nails,棕色指甲
manga_cover,漫畫封面
bandolier,子彈帶
hair_wings,頭髮翅膀
gathers,折皺
bilingual,雙語
covering_one_eye,遮住一隻眼睛
snake_hair,蛇頭髮
dotted_line,虛線
thick_eyelashes,濃密睫毛
rook_(chess),車 (國際象棋)
poster_(medium),海報（媒介）
penises_touching,陰莖互碰
champion_uniform,冠軍制服
glowing_butterfly,發光的蝴蝶
shuujin_academy_school_uniform,修學館學院校服
thighhighs_over_pantyhose,在連褲襪上穿過膝襪
wakizashi,脇差
tennis_ball,網球
in_water,在水中
red_oni,紅鬼
screw,螺絲
star_sticker,星形貼紙
cum_on_pussy,精液在陰部
swim_cap,泳帽
grey_tail,灰色尾巴
fur_cape,毛皮披肩
vaulting_horse,跳馬
flaming_weapon,火焰武器
grey_capelet,灰色披肩
choppy_bangs,碎劉海
crayon,蠟筆
stained_panties,被弄髒的內褲
aviator_sunglasses,飛行員眼鏡
pill_earrings,藥丸耳環
no_tail,無尾巴
pink_tail,粉色尾巴
owl_ears,貓頭鷹耳朵
recorder,豎笛
hanetsuki,漢淨拔
blue_robe,藍色長袍
sand_sculpture,沙雕
snack,小吃
pointy_breasts,尖乳房
prison_clothes,囚服
bamboo_steamer,竹蒸籠
icing,糖霜
aqua_footwear,水藍色鞋子
cursor,游標
jimiko,地味子
noose,絞索
drying_hair,吹幹頭髮
2009,2009年
unzipping,拉開拉鍊
pinstripe_shirt,細條紋襯衫
box_of_chocolates,巧克力盒
hat_over_one_eye,帽子遮一隻眼
evangelion_(mecha),新世紀福音戰士（機甲）
full_beard,滿鬍子
zun_(style),zun_(風格)
bishop_(chess),象（國際象棋）
akanbe,鬼臉
beans,豆類
griffin_&_kryuger_military_uniform,格裡芬與克魯格軍服
bandaid_hair_ornament,創可貼發飾
they_had_lots_of_sex_afterwards_(meme),之後瘋狂做愛_(梗)
character_censor,角色遮擋
pinwheel,風車玩具
yellow_sky,黃色的天空
chinese_new_year,春節
huge_moon,巨大的月亮
hanbok,韓服
loose_shirt,寬鬆襯衫
lactation_through_clothes,泄乳穿透衣服
spreader_bar,開腿棒
year_of_the_rat,鼠年
star_of_david,大衛之星
footwear_ribbon,鞋帶緞帶
